is_human,user_tweeted,user_retweeted,user_favourited,user_replied,likes_per_tweet,retweets_per_tweet,lists_per_user,follower_friend_ratio,tweet_frequency,favourite_tweet_ratio,age_of_account_in_days,sources_count,urls_count,cdn_content_in_kb,source_other,source_web,source_mobile,source_app,source_automation,source_branding,source_news
0,16,1,1403.1176470588234,10,0.0,0.0,0.8921197863587652,1.015047372711228,37.49025124017087,0.0,2317.554305555556,3,1,0.6054303209617662,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0,4,1,384.4,0,0.0,0.0,0.1517558556339395,2.27154263877106,37.33066395113593,0.0,1102.252800925926,2,5,0.3487403249754432,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,3,2,1183.6,2,0.0,0.0,0.0768306705855393,10.148440312092408,105.53758047583668,0.0,1559.0279629629629,2,5,0.7591910011354416,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,28,1,23881.0,2,0.0,0.0,0.1318098897457047,571.2669858953518,117.10888898394226,0.0,1000.5880324074074,4,22,23.86696545084843,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,1,0,0.0,0,0.0,0.0,0.0040220508940265,80.68630451415456,9.421654219257078,0.0,994.5175,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,19,0,72.94736842105263,0,0.0,0.0,0.1028014708607238,3439.5530843237125,27.86769203779072,0.0,1465.990787037037,3,11,0.0497597727530668,1.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,163,26.613496932515336,163,0.0,0.0,0.4895374428693301,0.9311044072761012,299.77452763537946,0.0,394.77680555555554,3,131,0.0674140338489823,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0,10,3,78153.07692307692,13,0.0,0.0,0.1051697863616668,1.2893254351070498,77.92078343395374,0.0,1935.530613425926,1,2,40.37811460121754,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,19,37,3997.285714285714,53,0.0,0.0,0.0406760540364344,1.0478752581334156,120.02098655291888,0.0,1026.816574074074,1,3,3.8928916957639137,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,2,16,105.66666666666669,18,0.0,0.0,0.1441012936670391,192.7386845179961,206.3559351445917,0.0,418.3386689814815,1,4,0.2525864198113232,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,25,0,1510.16,4,0.0,0.0,0.2247751635365447,1042.9072,33.64956132556869,0.0,1476.5973148148148,3,25,1.022729748218047,1.0,1.0,0.0,1.0,0.0,0.0,0.0
0,20,0,478.1,1,0.0,0.0,0.0939966926331058,62.32640008489994,29.22112518959014,0.0,2550.6823842592594,1,20,0.1874400368114999,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,5,13,63228.88888888889,16,0.0,0.0,0.0777115154239642,1.0110083496923563,26.973081809791424,0.0,1860.206226851852,2,2,33.99025762637901,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,45,2,1156.659574468085,4,0.0,0.0,0.2282922717602444,3.158991130980379,100.84617311852271,0.0,1260.1847453703706,6,47,0.9178492111711292,1.0,1.0,1.0,1.0,0.0,1.0,0.0
0,9,0,161.0,0,0.0,0.0,0.1427855346990406,121.95661167128024,34.646686825191146,0.0,2295.2906712962963,1,9,0.0701436214651946,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,25,0,0.0,0,0.0,0.0,0.9395282945461406,1.061060562397016,48.31136714842507,0.0,1944.948912037037,1,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35,12,2900.531914893617,37,0.0,0.0,0.6900450411733525,1.2276880262012195,98.47373579595973,0.0,1957.4906365740744,4,46,1.4817603010198903,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0,0,177,6.926553672316384,177,0.0,0.0,0.1524560672822943,1.0090976732945875,71.21024600685456,0.0,697.6796643518519,2,122,0.0099279856160795,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,43,2,128.55555555555554,9,0.0,0.0,0.2525019021476428,2.274659061849259,138.18682807373418,0.0,1455.4036689814814,1,45,0.088329827865228,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,1,120,268.90909090909093,120,0.0,0.0,0.2089267397264292,1.0191283869915286,101.01762922897323,0.0,436.58800925925925,2,87,0.6159332945614742,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,42,0,11.0,3,0.0,0.0,0.6904579646040578,1.1837461791825097,25.63435600889354,0.0,2394.1214120370373,2,41,0.0045945873691679,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,101,9.784313725490197,102,0.0,0.0,0.2252971092814677,1.4339908230601544,197.25442475429728,0.0,755.2732870370372,2,67,0.0129546667324544,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,3,0,1954.6666666666667,1,0.0,0.0,0.3892678027287686,5.880978612176539,27.941311412474715,0.0,2468.838460648148,1,3,0.7917353434916535,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,9,0,103.0,0,0.0,0.0,0.1772879603650467,6877.590277777777,30.834274988719116,0.0,845.8501504629629,2,9,0.1217709779251378,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,2,0,1808.0,0,0.0,0.0,0.2180352861666771,2.0254824637230486,171.40785295748844,0.0,1140.1469444444444,1,0,1.5857605099147796,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1,17.0,1,0.0,0.0,0.0707746919138341,1.0134274823981442,40.74923661630917,0.0,706.4672222222222,1,0,0.0240633952507036,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,3,4,62.42857142857143,4,0.0,0.0,0.0250408990182105,1.1916131024973098,18.914373453824854,0.0,953.5516782407408,1,4,0.065469520795925,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,64,491.984375,64,0.0,0.0,0.1103663783258142,2.02039529005419,113.4367808916237,0.0,401.7764467592593,1,44,1.224522689093302,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,22,53.17391304347826,22,0.0,0.0,0.0421605704059153,0.9841910015804152,106.81784079277556,0.0,639.7889583333333,2,6,0.0831116454119459,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,17,0,5.0,1,0.0,0.0,0.0301024995968266,0.9916851129342787,28.812598949175094,0.0,1490.3527662037038,1,17,0.0033549104033511,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,360,5.421052631578948,360,0.0,0.0,0.2762802883917019,1.191610387850488,428.9214846011614,0.0,1035.3827777777776,2,266,0.0052357956380287,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,10,47,5879.456140350877,48,0.0,0.0,0.0730063763391027,1.5637909079963528,275.069349525825,0.0,897.5305671296296,3,23,6.550702957286258,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,4,0,1668.75,0,0.0,0.0,1.5101455890148858,47.39934002283738,16.506941237148908,0.0,625.4299305555555,1,4,2.6681645992184717,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9,0,0.0,0,0.0,0.0,3.654636787741489,47506.444444444445,20.385885610709604,0.0,2445.184548611111,1,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10,4,27.285714285714285,4,0.0,0.0,0.0074181975628176,1.974064462728591,29.986846474132427,0.0,1313.7875694444444,4,4,0.0207687414010565,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,26,1,25.0,0,0.0,0.0,0.0388485093197566,8.91205076421577,52.840819356018926,0.0,1423.8481018518517,2,27,0.017558052693602,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16,2,5.0,2,0.0,0.0,0.1133979718362319,1.0111998232304371,70.37567716034152,0.0,1941.926597222222,2,16,0.0025747626131451,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0,0.0,0,0.0,0.0,0.1235187829573515,116429.5,0.3014394491968496,0.0,488.0537962962963,2,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,5,3,16139.875,4,0.0,0.0,0.2858950332091285,64.71395092570147,67.80023350344564,0.0,1124.148275462963,4,6,14.357425396888184,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,22,13,20198.457142857143,23,0.0,0.0,0.1558708780908407,80.98455242466729,61.64789182955653,0.0,1601.2301388888889,3,25,12.614337347455296,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,0,58,8614.034482758621,58,0.0,0.0,0.0853385073840351,1.362634029066307,133.50742736555162,0.0,950.3780902777776,1,10,9.063797420078256,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,441,5.133786848072562,441,0.0,0.0,0.1510158785825385,1.0397533286479907,183.3697836842844,0.0,1419.3015162037036,3,321,0.0036171220769243,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,0,250,7.908,250,0.0,0.0,0.2029126949787428,1.4289817070998987,167.48010966659723,0.0,754.408275462963,2,180,0.0104823876635592,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,4,0,12.25,1,0.0,0.0,0.0401229150250058,1.3211850633154516,94.81621581871904,0.0,948.1301504629632,1,1,0.0129201671247543,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0,16,62.75,16,0.0,0.0,0.0718684521608057,1.0840756696652518,93.34018713846788,0.0,802.8636342592591,1,6,0.0781577310546574,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,16,10,32149.115384615383,24,0.0,0.0,0.0386435259381559,1543.6256657110148,126.48746491476294,0.0,362.8532986111111,1,1,88.60086295941676,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,372,5.319034852546917,373,0.0,0.0,0.2524711971274343,1.0036973950268155,228.23277660423875,0.0,690.3319791666668,2,285,0.0077050390436319,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,272,84.42279411764706,272,0.0,0.0,0.1964859004601893,0.9868060622826208,84.80495605273627,0.0,660.1017013888888,2,199,0.1278936169078447,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,5,0,16.6,0,0.0,0.0,0.0320419765191643,2.702090718302208,27.163362043675946,0.0,1063.5860648148148,2,0,0.015607575681137,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,2,202,17.397058823529413,202,0.0,0.0,0.2246896896060643,0.9697112454711574,90.41923102247628,0.0,582.4122453703703,2,154,0.0298706954769918,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,3,3,6.0,3,0.0,0.0,0.0676196970177887,1.2338696654440298,50.14041396164887,0.0,1187.0413657407407,2,2,0.0050545837518104,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,4,0,82.0,0,0.0,0.0,0.0,45.28171808652668,3.871180126895198,0.0,1244.1362962962962,1,4,0.0659091775106216,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,11,3499.2727272727275,11,0.0,0.0,0.3863799043974475,37.90895321030254,44.20684846082661,0.0,1436.3206597222222,2,11,2.436275426094248,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,0,6,13.0,6,0.0,0.0,0.052192012254673,2.8948300741541293,25.94178940523529,0.0,1029.7895717592594,1,4,0.0126239382845868,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,304,3207.7401315789475,304,0.0,0.0,0.4643124467517389,0.9192145454582176,260.3756297550179,0.0,529.0334837962963,1,233,6.063397175846971,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,29,82,11651.450450450451,100,0.0,0.0,0.0914565705724824,33.46792514341956,201.5268860821052,0.0,208.8354050925926,2,32,55.79250532391516,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,7,472.0,7,0.0,0.0,0.0667625438938505,1.7308034679980724,73.62271721012502,0.0,1423.5666666666666,1,3,0.3315615707026951,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,15,10,33.28,22,0.0,0.0,0.0458392252574153,0.995335094037751,22.90665527808697,0.0,706.7378819444444,1,2,0.0470895941058612,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,2,2,3073.5,3,0.0,0.0,0.0693251879046531,0.9387892707447036,33.50074992277127,0.0,793.8855324074075,1,2,3.871464933590371,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,24,27,661.0196078431372,30,0.0,0.0,0.3803743900278338,9.598789880270784,50.51867788015888,0.0,2530.743252314815,2,44,0.2611958393007735,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,309,5.239482200647249,309,0.0,0.0,0.3009708907554597,0.9026022806433224,102.3064849637342,0.0,432.7735185185185,2,225,0.0121067532472485,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,10,3,8978.384615384615,3,0.0,0.0,0.0259450182254989,1.005674939034387,27.9035360812789,0.0,1180.6501967592592,3,11,7.604610273245358,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,18,26,1154.25,30,0.0,0.0,0.7420996253235821,143.31073741216107,44.871676697342814,0.0,2883.487824074074,4,34,0.4002964709485621,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0,83,14,1044.8762886597938,41,0.0,0.0,0.1492690524129371,165.43137026814765,38.861314466574505,0.0,1958.0839814814813,4,34,0.533621794847248,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0,7,0,75.57142857142857,0,0.0,0.0,0.1879669934785053,828.517497568345,38.93914656467483,0.0,2510.77375,2,7,0.0300988603897219,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,55,23,4999.410256410257,70,0.0,0.0,0.0590220358461857,51.35699639097646,166.251176705718,0.0,2050.070462962963,4,13,2.4386528886351635,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,239,0,0.0,239,0.0,0.0,0.0130575955856838,1.0519762950258955,368.5801140140528,0.0,1438.7383217592594,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,9,880.9,9,0.0,0.0,0.1650638732610824,108.4745943941621,59.51717988682803,0.0,1748.088229166667,1,4,0.5039219332881927,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,6,10158.833333333334,6,0.0,0.0,0.0231477027698916,1.0804738868576775,53.448909384439446,0.0,1257.8115162037036,1,2,8.076594308815425,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,16,0,32.0,0,0.0,0.0,0.0136296688956662,3.135680348454124,34.29499118094416,0.0,870.2873611111112,2,9,0.0367694642366689,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,12,23522.214285714286,12,0.0,0.0,1.3913905036881449,1109.6563283013018,33.0138124393411,0.0,420.0294097222222,2,7,56.00135071796572,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,21,5,2775.230769230769,9,0.0,0.0,1.151864232642005,16.04019445648692,42.440891101364016,0.0,1662.0564583333332,4,24,1.6697572187251075,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0,36,1,3.0,11,0.0,0.0,1.3334881698906051,23.16458689119187,59.66768313178722,0.0,1422.0714699074076,2,36,0.0021095986126459,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,7,22,93125.06896551725,29,0.0,0.0,0.2267238914993126,1894.611704788016,134.0990403604829,0.0,854.4845717592593,1,24,108.98390918139845,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,7,23.5,8,0.0,0.0,0.018910525341277,3.054003177716587,31.390751717089,0.0,2058.707361111112,1,4,0.0114149297971697,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,42,1223.7209302325582,43,0.0,0.0,0.0707407844912461,1.0342156220100387,237.0558912927801,0.0,1046.065011574074,1,24,1.1698325789437838,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,14,3569.6666666666665,14,0.0,0.0,0.025811133065752,230.99280058071056,54.587980235230674,0.0,2304.0367708333333,2,12,1.5493097644338267,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,5,5,17046.8,5,0.0,0.0,0.2794715004627796,1033.8460498979257,241.9118633422252,0.0,896.307048611111,2,5,19.01892886641378,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,26,1,389.3703703703704,13,0.0,0.0,0.0966176689278645,1.5851912410363644,175.5187916199177,0.0,2027.922199074074,3,21,0.1920045899927287,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0,7,17,200.70833333333331,22,0.0,0.0,0.1232420145207656,1.1330818150844864,108.92964696707038,0.0,2135.6721180555555,2,15,0.0939790015688692,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,7,140.0,7,0.0,0.0,0.0364552748533833,0.993430298453018,1.953546822266552,0.0,725.4072337962963,1,4,0.1929950426153509,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,240,19.029166666666665,240,0.0,0.0,0.1495174479890275,5.219560232764317,93.39646177215056,0.0,964.8754861111112,2,180,0.0197218884100402,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,3,34.0,3,0.0,0.0,0.6526361787126258,791.2989417989419,7.534214662368107,0.0,2546.7133333333336,1,2,0.0133505406968982,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,27,2,16.75862068965517,2,0.0,0.0,0.0105653729831932,1.0036812988027728,37.926720877516736,0.0,847.0208449074074,2,17,0.0197853698529546,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,34,2,41.25,3,0.0,0.0,0.0372377363554325,605.8537256310686,79.09198304148289,0.0,1868.0483333333332,1,13,0.0220818697589016,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,12,3,1505.9333333333334,6,0.0,0.0,0.2514749768530746,60.28431477803136,45.69148993014393,0.0,2486.338067129629,3,9,0.6056832549211092,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,4,0,763.0,2,0.0,0.0,0.0902155594014109,1.4553958315460325,63.73228458529629,0.0,1498.6478125,2,0,0.5091256222015137,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,5,1,2015.3333333333333,2,0.0,0.0,0.4557768695191448,33.276938191555445,6.862534369852779,0.0,2631.8705671296298,2,6,0.7657418105979641,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0,160,4.9125,160,0.0,0.0,0.1523391443130814,0.9067053599804556,214.87137247676785,0.0,1076.2202314814815,2,103,0.0045645861844073,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,16,0,0.0,0,0.0,0.0,0.1376324715454119,23394.640625,168.56436936074695,0.0,1243.6840972222224,1,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,6,1,458.8571428571428,1,0.0,0.0,0.1726687323200891,885.9318400789144,34.27411188949197,0.0,1736.0251388888892,3,5,0.2643148031547664,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,8,1,350.6666666666667,3,0.0,0.0,0.0159316503308895,10.804036915391183,17.06832824917761,0.0,2501.7938194444446,3,8,0.1401660936010053,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,3,0,53.0,0,0.0,0.0,0.0208159656957599,535.0254723979562,11.032978375337576,0.0,1084.305960648148,1,3,0.0488791927034312,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,4,0,1.0,0,0.0,0.0,0.249737230240969,949.4329896907216,32.27550994006364,0.0,2161.9762847222223,1,4,0.0004625397637645,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,15,10,1347.76,21,0.0,0.0,0.0400931219856267,3.611381441838306,67.81155078868883,0.0,1545.0981944444443,2,6,0.8722811306401148,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,41,1,70.76190476190476,2,0.0,0.0,0.1945494061132056,4531.282029478457,13.473066512225184,0.0,1564.151747685185,3,36,0.0452397952223155,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,0,2,28.0,2,0.0,0.0,0.0893949550904057,8.593896196768478,6.134984507631174,0.0,1465.2458449074074,1,2,0.0191094211918883,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,12,0,6564.666666666667,3,0.0,0.0,0.1672610584928968,2.6501976672795973,63.34124331772342,0.0,1874.229085648148,2,12,3.5025956628970287,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,14,1,4.0,2,0.0,0.0,0.1355543616949628,17.46083164916691,54.908553621794994,0.0,1889.716851851852,1,7,0.0021167192302276,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,27,0,200.3703703703704,26,0.0,0.0,1.0561924303848382,256.1632967686123,73.44488753614982,0.0,2223.0981828703702,2,8,0.0901311385679154,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,2,1,999.6666666666666,1,0.0,0.0,0.0144276677439153,1.2765504120784588,4.398991051861041,0.0,1385.6341319444443,2,0,0.72145066552586,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0,9,7120.888888888889,9,0.0,0.0,0.5407561799083039,6.657610916630742,41.42140175502906,0.0,1379.9832986111112,2,9,5.1601268624451695,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,1,20,24583.285714285717,21,0.0,0.0,0.3671542801310255,171.93532879814668,33.67862060470741,0.0,1233.6229513888889,1,21,19.92771428790972,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,4,12,907.0625,11,0.0,0.0,1.6242709086717335,3.6991022583652025,47.78152482732133,0.0,474.9157986111111,3,3,1.9099438314174848,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0,0,14,575.3571428571429,14,0.0,0.0,0.0556937809068713,18.823538175992745,0.5600936363167612,0.0,1273.2305902777778,6,4,0.4518876213393668,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,66,0,18.5,1,0.0,0.0,0.6549585622002829,1.1624063822968975,263.21760148147354,0.0,1915.8199884259257,4,66,0.0096564395985866,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0,1,0,93835.0,0,0.0,0.0,0.1002913944798718,96594.0,38.2502657555407,0.0,687.9952199074074,1,0,136.38902900027213,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,0,804.0,0,0.0,0.0,0.0581343462476524,12.400629673356946,27.108725147639078,0.0,1324.5182060185184,1,1,0.6070131738066566,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,32,3,566.0,0,0.0,0.0,0.1833808956240535,72.89734394437968,94.64269277247068,0.0,2041.451435185185,1,35,0.2772537177445305,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,233,220.98717948717947,233,0.0,0.0,0.0545447199276074,1.8222127210237744,8.827694221231551,0.0,2044.031076388889,11,136,0.1081134147322207,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,9,3,3237.833333333333,5,0.0,0.0,0.1573988778461459,202.60356052259823,74.79719577011585,0.0,1008.9364814814816,5,9,3.2091547810611725,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,43,1,1.0,0,0.0,0.0,0.0234530925256371,432.64781362655935,145.39874157609952,0.0,1184.490972222222,1,44,0.0008442445096258,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7,0,1.0,1,0.0,0.0,0.5491345307601654,7834.154761904762,32.66258432121184,0.0,2218.086226851852,3,6,0.0004508391007951,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,7,0,246.57142857142856,1,0.0,0.0,0.1177756296145655,2.396110511414693,29.667164413117177,0.0,1458.0901388888888,3,4,0.1691057514176207,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,170,5055.858823529412,170,0.0,0.0,0.0744657152447336,1.0829445573979652,44.6432988422929,0.0,1765.3378356481485,1,4,2.863961062542536,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,42,10074.309523809525,42,0.0,0.0,0.010608658254257,0.9962889594137152,56.68813053656293,0.0,1516.945787037037,2,16,6.641179671613112,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,11,0,0.0,0,0.0,0.0,0.7032058692484034,110735.0,32.08267872344447,0.0,816.007800925926,1,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17,50,19.0,66,0.0,0.0,0.0499479871962227,34413.383084577115,4.566194437618644,0.0,1701.5236689814817,1,49,0.0111664623574547,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2,0,2.0,0,0.0,0.0,0.2034296393419897,1.7663855850006889,118.95482859373172,0.0,1548.9130208333331,1,0,0.001291228089053,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,29,153.79310344827587,29,0.0,0.0,0.0780536475152997,0.9051360212187788,30.13517638464175,0.0,755.4571527777779,1,20,0.2035762092963001,0.0,0.0,1.0,0.0,0.0,0.0,0.0
